CarID,Manufacturer,Model,Engine size,Features,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName,DealerCity,Latitude,Longitude,ServiceID,Date_of_Service,ServiceType,Cost_of_Service,AccidentID,Date_of_Accident,Description,Cost_of_Repair,Severity
C37669,Ford,Focus,1.6,Bluetooth,Petrol,2002,119360,5996,Miller-Hoover,Dundee,54.896189,-2.243713,S113069,27/09/2022,Coolant Flush,318,A56606,23/11/2021,Side mirror broken,2433,Major
C06096,Porsche,911,2.6,Cruise Control,Petrol,2014,37866,69984,Johnson and Sons,Derby,50.88672,-1.056824,S18377,13/07/2021,Clutch Replacement,185,,,,,
C39249,Toyota,Yaris,1.2,Bluetooth,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117860,31/08/2025,Battery Replacement,492,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C39249,Toyota,Yaris,1.2,Navigation,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117860,31/08/2025,Battery Replacement,492,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C39249,Toyota,Yaris,1.2,Air Conditioning,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117860,31/08/2025,Battery Replacement,492,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C39249,Toyota,Yaris,1.2,Bluetooth,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117859,28/05/2025,Spark Plug Replacement,196,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C39249,Toyota,Yaris,1.2,Navigation,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117859,28/05/2025,Spark Plug Replacement,196,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C39249,Toyota,Yaris,1.2,Air Conditioning,Petrol,1985,229045,527,Brown Inc,Plymouth,52.615955,-0.147326,S117859,28/05/2025,Spark Plug Replacement,196,A59023,25/07/2022,Minor parking lot accident,1959,Moderate
C10578,Toyota,Prius,1.8,Heated Seats,Hybrid,2004,61730,13638,"Bailey, Grant and Carter",Sunderland,50.747838,-2.092458,S31918,10/08/2025,Wheel Alignment,188,,,,,
C10578,Toyota,Prius,1.8,Navigation,Hybrid,2004,61730,13638,"Bailey, Grant and Carter",Sunderland,50.747838,-2.092458,S31918,10/08/2025,Wheel Alignment,188,,,,,
C10578,Toyota,Prius,1.8,Bluetooth,Hybrid,2004,61730,13638,"Bailey, Grant and Carter",Sunderland,50.747838,-2.092458,S31918,10/08/2025,Wheel Alignment,188,,,,,
C10578,Toyota,Prius,1.8,Cruise Control,Hybrid,2004,61730,13638,"Bailey, Grant and Carter",Sunderland,50.747838,-2.092458,S31918,10/08/2025,Wheel Alignment,188,,,,,
C31075,VW,Golf,1.4,Cruise Control,Diesel,1991,310363,438,"Kramer, Alvarez and Davis",Slough,52.850331,-1.749703,,,,,A46666,05/05/2023,Rear bumper collision,2832,Moderate
C31075,VW,Golf,1.4,Air Conditioning,Diesel,1991,310363,438,"Kramer, Alvarez and Davis",Slough,52.850331,-1.749703,,,,,A46666,05/05/2023,Rear bumper collision,2832,Moderate
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87594,30/11/2023,Suspension Check,302,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43749,28/09/2023,Door dent from tight parking,2805,Minor
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43750,13/01/2023,Front bumper scrape,3657,Severe
C29113,BMW,X3,3,Cruise Control,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Bluetooth,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Air Conditioning,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43751,29/04/2021,Minor fender bender,1878,Minor
C29113,BMW,X3,3,Navigation,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S87595,05/01/2023,Transmission Check,318,A43751,29/04/2021,Minor fender bender,1878,Minor
C10193,VW,Golf,2,Heated Seats,Petrol,2008,74575,11621,"Davis, Guerrero and Vasquez",Sunderland,50.054503,-1.224031,,,,,A15397,28/12/2020,Parking lot scrape,4630,Major
C10193,VW,Golf,2,Navigation,Petrol,2008,74575,11621,"Davis, Guerrero and Vasquez",Sunderland,50.054503,-1.224031,,,,,A15397,28/12/2020,Parking lot scrape,4630,Major
C10193,VW,Golf,2,Heated Seats,Petrol,2008,74575,11621,"Davis, Guerrero and Vasquez",Sunderland,50.054503,-1.224031,,,,,A15398,14/07/2025,Side mirror broken,2958,Severe
C10193,VW,Golf,2,Navigation,Petrol,2008,74575,11621,"Davis, Guerrero and Vasquez",Sunderland,50.054503,-1.224031,,,,,A15398,14/07/2025,Side mirror broken,2958,Severe
C00315,Toyota,Yaris,1.2,Sunroof,Petrol,1997,174912,1892,Collins and Sons,Lancaster,51.230497,-0.467322,S00929,05/03/2023,Major Service,234,,,,,
C00315,Toyota,Yaris,1.2,Navigation,Petrol,1997,174912,1892,Collins and Sons,Lancaster,51.230497,-0.467322,S00929,05/03/2023,Major Service,234,,,,,
C00315,Toyota,Yaris,1.2,Air Conditioning,Petrol,1997,174912,1892,Collins and Sons,Lancaster,51.230497,-0.467322,S00929,05/03/2023,Major Service,234,,,,,
C11450,Ford,Fiesta,1.4,Heated Seats,Petrol,1995,256035,748,Brown Inc,Plymouth,52.615955,-0.147326,,,,,A17260,25/04/2022,Side mirror broken,1340,Severe
C11450,Ford,Fiesta,1.4,Heated Seats,Petrol,1995,256035,748,Brown Inc,Plymouth,52.615955,-0.147326,,,,,A17261,14/01/2023,Side swipe from passing vehicle,3527,Major
C30746,VW,Golf,1.8,Sunroof,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92426,29/05/2022,Oil Change,55,A46163,19/12/2024,Front-end collision,2566,Moderate
C30746,VW,Golf,1.8,Navigation,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92426,29/05/2022,Oil Change,55,A46163,19/12/2024,Front-end collision,2566,Moderate
C30746,VW,Golf,1.8,Cruise Control,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92426,29/05/2022,Oil Change,55,A46163,19/12/2024,Front-end collision,2566,Moderate
C30746,VW,Golf,1.8,Sunroof,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92423,04/09/2022,Coolant Flush,128,A46163,19/12/2024,Front-end collision,2566,Moderate
C30746,VW,Golf,1.8,Navigation,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92423,04/09/2022,Coolant Flush,128,A46163,19/12/2024,Front-end collision,2566,Moderate
C30746,VW,Golf,1.8,Cruise Control,Hybrid,2016,42938,27634,Brewer-Sosa,Swansea,51.532466,-1.391684,S92423,04/09/2022,Coolant Flush,128,A46163,19/12/2024,Front-end collision,2566,Moderate
C29703,Toyota,Yaris,1.2,Air Conditioning,Petrol,1997,113333,3111,Allen-Jones,Edinburgh,51.561646,0.126593,S89341,16/05/2022,Battery Replacement,248,,,,,
C29703,Toyota,Yaris,1.2,Heated Seats,Petrol,1997,113333,3111,Allen-Jones,Edinburgh,51.561646,0.126593,S89341,16/05/2022,Battery Replacement,248,,,,,
C27659,Ford,Fiesta,1,Cruise Control,Petrol,2016,25841,15575,Brewer-Sosa,Swansea,51.532466,-1.391684,S83235,10/02/2023,Tire Replacement,397,A41618,02/02/2025,Parking lot scrape,1671,Minor
C27659,Ford,Fiesta,1,Bluetooth,Petrol,2016,25841,15575,Brewer-Sosa,Swansea,51.532466,-1.391684,S83235,10/02/2023,Tire Replacement,397,A41618,02/02/2025,Parking lot scrape,1671,Minor
C27659,Ford,Fiesta,1,Cruise Control,Petrol,2016,25841,15575,Brewer-Sosa,Swansea,51.532466,-1.391684,S83236,23/12/2020,Major Service,55,A41618,02/02/2025,Parking lot scrape,1671,Minor
C27659,Ford,Fiesta,1,Bluetooth,Petrol,2016,25841,15575,Brewer-Sosa,Swansea,51.532466,-1.391684,S83236,23/12/2020,Major Service,55,A41618,02/02/2025,Parking lot scrape,1671,Minor
C23686,VW,Polo,1.2,Navigation,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71260,05/11/2022,Tire Replacement,174,,,,,
C23686,VW,Polo,1.2,Sunroof,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71260,05/11/2022,Tire Replacement,174,,,,,
C23686,VW,Polo,1.2,Air Conditioning,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71260,05/11/2022,Tire Replacement,174,,,,,
C23686,VW,Polo,1.2,Cruise Control,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71260,05/11/2022,Tire Replacement,174,,,,,
C23686,VW,Polo,1.2,Navigation,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71259,28/02/2024,Clutch Replacement,235,,,,,
C23686,VW,Polo,1.2,Sunroof,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71259,28/02/2024,Clutch Replacement,235,,,,,
C23686,VW,Polo,1.2,Air Conditioning,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71259,28/02/2024,Clutch Replacement,235,,,,,
C23686,VW,Polo,1.2,Cruise Control,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71259,28/02/2024,Clutch Replacement,235,,,,,
C23686,VW,Polo,1.2,Navigation,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71258,10/05/2024,Major Service,204,,,,,
C23686,VW,Polo,1.2,Sunroof,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71258,10/05/2024,Major Service,204,,,,,
C23686,VW,Polo,1.2,Air Conditioning,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71258,10/05/2024,Major Service,204,,,,,
C23686,VW,Polo,1.2,Cruise Control,Diesel,2000,87472,4273,Ingram-Mitchell,Durham,54.966148,-2.512489,S71258,10/05/2024,Major Service,204,,,,,
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85369,25/06/2025,Spark Plug Replacement,136,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85370,13/06/2021,Brake Replacement,430,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42652,12/11/2022,Front bumper scrape,1866,Moderate
C28376,Toyota,RAV4,1.8,Bluetooth,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Heated Seats,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Air Conditioning,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C28376,Toyota,RAV4,1.8,Cruise Control,Hybrid,1999,17730,14940,Smith LLC,Chelmsford,53.511326,-2.379689,S85371,09/09/2020,Suspension Check,458,A42653,03/08/2024,Fender scratch from curb,1664,Minor
C03086,Toyota,RAV4,1.8,Navigation,Hybrid,2011,51067,27360,Richard-George,Nottingham,52.512743,0.508781,S09349,17/12/2024,Wheel Alignment,172,,,,,
C03086,Toyota,RAV4,1.8,Air Conditioning,Hybrid,2011,51067,27360,Richard-George,Nottingham,52.512743,0.508781,S09349,17/12/2024,Wheel Alignment,172,,,,,
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148150,12/09/2021,Transmission Check,151,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74287,13/01/2022,Hood dent from minor crash,4902,Moderate
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74288,02/07/2022,Minor collision at roundabout,4425,Moderate
C49372,VW,Golf,1.8,Navigation,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Air Conditioning,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Heated Seats,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74289,05/01/2023,Side mirror broken,3738,Severe
C49372,VW,Golf,1.8,Sunroof,Diesel,2016,48662,23347,Adams-Kelly,Belfast,54.545088,-2.034983,S148152,17/11/2024,Brake Replacement,304,A74289,05/01/2023,Side mirror broken,3738,Severe
C03752,Toyota,RAV4,2,Cruise Control,Hybrid,2003,133739,9380,Little-Mcconnell,Newcastle upon Tyne,51.224559,0.88774,S11309,22/07/2023,Coolant Flush,185,,,,,
C03752,Toyota,RAV4,2,Heated Seats,Hybrid,2003,133739,9380,Little-Mcconnell,Newcastle upon Tyne,51.224559,0.88774,S11309,22/07/2023,Coolant Flush,185,,,,,
C03752,Toyota,RAV4,2,Navigation,Hybrid,2003,133739,9380,Little-Mcconnell,Newcastle upon Tyne,51.224559,0.88774,S11309,22/07/2023,Coolant Flush,185,,,,,
C03752,Toyota,RAV4,2,Bluetooth,Hybrid,2003,133739,9380,Little-Mcconnell,Newcastle upon Tyne,51.224559,0.88774,S11309,22/07/2023,Coolant Flush,185,,,,,
C05049,Porsche,911,3.5,Cruise Control,Petrol,2009,90179,41323,Wilcox LLC,Cambridge,51.862216,-1.160736,S15189,06/02/2024,Brake Replacement,190,A07526,13/02/2025,Fender scratch from curb,1232,Minor
C05049,Porsche,911,3.5,Heated Seats,Petrol,2009,90179,41323,Wilcox LLC,Cambridge,51.862216,-1.160736,S15189,06/02/2024,Brake Replacement,190,A07526,13/02/2025,Fender scratch from curb,1232,Minor
C05049,Porsche,911,3.5,Cruise Control,Petrol,2009,90179,41323,Wilcox LLC,Cambridge,51.862216,-1.160736,S15189,06/02/2024,Brake Replacement,190,A07527,18/08/2024,Parking lot scrape,494,Major
C05049,Porsche,911,3.5,Heated Seats,Petrol,2009,90179,41323,Wilcox LLC,Cambridge,51.862216,-1.160736,S15189,06/02/2024,Brake Replacement,190,A07527,18/08/2024,Parking lot scrape,494,Major
C05049,Porsche,911,3.5,Cruise Control,Petrol,2009,90179,41323,Wilcox LLC,Cambridge,51.862216,-1.160736,S15192,11/07/2021,Clutch Replacement,365,A07526,13/02/2025,Fender scratch from curb,1232,Minor
