car_id,manufacturer,model,engine_size,fuel_type,year_of_manufacturing,mileage,price,features,dealer_id
C29862,Toyota,Yaris,1.2,Petrol,2002,163533,2907,"Air Conditioning, Cruise Control, Heated Seats",D00021
C36408,Porsche,Cayenne,3.0,Petrol,2015,45541,51502,"Air Conditioning, Heated Seats",D00033
C19205,VW,Golf,1.6,Hybrid,1997,176938,2711,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00005
C07777,Toyota,RAV4,2.4,Petrol,1992,162458,3255,"Bluetooth, Cruise Control, Navigation, Sunroof",D00004
C35973,BMW,Z4,3.0,Petrol,2013,9466,38639,Sunroof,D00022
C46216,VW,Golf,1.8,Petrol,1998,212867,1870,Heated Seats,D00035
C26543,Toyota,Yaris,1.4,Hybrid,1999,149141,3475,"Cruise Control, Navigation",D00046
C26717,BMW,X3,3.0,Petrol,1998,178238,4512,"Cruise Control, Navigation, Sunroof",D00043
C41854,Toyota,Prius,1.0,Hybrid,2015,47315,23186,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00041
C15470,VW,Golf,1.2,Petrol,2003,94007,5630,"Navigation, Sunroof",D00033
C27056,VW,Polo,1.0,Petrol,1992,139163,1474,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00038
C11063,Toyota,Prius,1.8,Hybrid,2015,56134,29435,"Air Conditioning, Heated Seats, Sunroof",D00030
C12111,Toyota,RAV4,1.8,Hybrid,2002,102003,10610,Air Conditioning,D00007
C14519,Ford,Focus,2.0,Diesel,2015,48549,27428,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00025
C37533,VW,Passat,1.6,Diesel,2011,70036,17128,"Air Conditioning, Cruise Control",D00048
C33613,BMW,Z4,2.0,Petrol,1992,177983,2357,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00001
C13434,VW,Golf,1.2,Petrol,2018,30698,23096,"Bluetooth, Heated Seats, Navigation, Sunroof",D00048
C03054,VW,Passat,1.8,Diesel,1998,143694,4420,"Bluetooth, Navigation, Sunroof",D00009
C17453,Ford,Focus,2.0,Petrol,2002,73489,9342,"Bluetooth, Cruise Control, Navigation, Sunroof",D00035
C27506,VW,Polo,1.6,Petrol,1999,123021,3378,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00047
C48931,Ford,Focus,1.0,Petrol,2019,24456,27800,"Cruise Control, Heated Seats, Navigation, Sunroof",D00017
C20001,VW,Passat,2.0,Diesel,2010,61878,18905,"Air Conditioning, Heated Seats, Navigation",D00047
C39080,Toyota,Prius,1.4,Hybrid,1999,116019,5869,"Navigation, Sunroof",D00012
C09274,Porsche,Cayenne,3.5,Petrol,1997,107631,10975,"Air Conditioning, Bluetooth, Sunroof",D00021
C10135,Ford,Focus,2.0,Hybrid,1990,124136,3484,"Bluetooth, Cruise Control, Heated Seats",D00009
C02983,VW,Passat,2.0,Petrol,2015,52088,26749,Navigation,D00038
C31600,Ford,Mondeo,1.6,Diesel,2010,116648,10858,Navigation,D00042
C47438,Ford,Mondeo,1.4,Petrol,1998,109788,4578,"Bluetooth, Cruise Control, Navigation, Sunroof",D00035
C40224,VW,Passat,1.6,Diesel,1984,280596,486,Bluetooth,D00019
C05771,Ford,Focus,2.0,Petrol,1992,256186,1060,"Cruise Control, Navigation, Sunroof",D00041
C34871,BMW,X3,2.4,Diesel,2016,54567,35842,Sunroof,D00026
C29000,Ford,Fiesta,1.2,Petrol,2014,66451,11641,"Cruise Control, Navigation",D00010
C16321,VW,Polo,1.4,Diesel,2000,109878,3920,Navigation,D00038
C38545,Ford,Mondeo,1.6,Diesel,2008,88692,11673,"Bluetooth, Navigation, Sunroof",D00006
C14816,Ford,Focus,1.4,Diesel,1992,125745,2878,"Air Conditioning, Sunroof",D00016
C17963,Toyota,RAV4,2.2,Hybrid,2011,74262,26004,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00024
C23648,Toyota,RAV4,2.4,Hybrid,2001,209189,4752,"Navigation, Sunroof",D00019
C08480,VW,Polo,1.2,Petrol,2004,162800,2963,Cruise Control,D00028
C22896,Ford,Mondeo,1.4,Hybrid,1997,73156,6674,Heated Seats,D00042
C18854,Ford,Focus,1.6,Diesel,1992,94971,3876,"Air Conditioning, Cruise Control, Navigation",D00037
C39475,BMW,M5,4.0,Petrol,1986,293642,1406,"Air Conditioning, Cruise Control, Sunroof",D00050
C09354,Ford,Mondeo,2.0,Petrol,2006,42449,14745,"Air Conditioning, Bluetooth, Sunroof",D00037
C25043,Ford,Mondeo,1.8,Diesel,2013,69648,19700,"Air Conditioning, Cruise Control, Navigation",D00049
C46016,Toyota,Prius,1.8,Hybrid,2019,37551,43083,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00006
C02758,VW,Polo,1.2,Petrol,2020,16261,24105,"Cruise Control, Navigation",D00041
C12215,Ford,Focus,1.8,Diesel,1994,197273,2056,"Cruise Control, Navigation",D00029
C23492,Ford,Mondeo,1.6,Diesel,1998,146153,3867,Sunroof,D00040
C28028,Ford,Mondeo,1.4,Petrol,2018,18556,31504,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00033
C04129,Ford,Focus,1.6,Petrol,2003,112974,6729,Heated Seats,D00044
C30612,VW,Polo,1.4,Petrol,1997,189186,1602,"Bluetooth, Heated Seats",D00001
C07916,Ford,Focus,2.0,Diesel,2018,39692,35356,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00011
C27688,Toyota,Prius,1.4,Hybrid,2004,137039,6953,"Bluetooth, Navigation",D00033
C25573,Toyota,Prius,1.0,Hybrid,2012,72000,16190,"Bluetooth, Navigation, Sunroof",D00010
C02183,VW,Passat,1.8,Diesel,2014,70262,22156,Cruise Control,D00030
C29966,VW,Golf,1.4,Petrol,2001,17278,8658,"Bluetooth, Cruise Control, Sunroof",D00002
C26217,Toyota,Yaris,1.0,Petrol,2018,33457,19726,"Heated Seats, Sunroof",D00034
C04823,Ford,Mondeo,1.4,Diesel,2011,120794,10517,"Cruise Control, Heated Seats, Navigation, Sunroof",D00016
C02111,VW,Golf,2.0,Petrol,1995,184303,2075,"Bluetooth, Heated Seats, Navigation",D00018
C20932,Ford,Focus,1.0,Petrol,2015,61564,17007,"Air Conditioning, Heated Seats, Sunroof",D00029
C25271,Ford,Mondeo,1.4,Diesel,1991,209804,1317,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00047
C00177,Toyota,Prius,1.0,Hybrid,2006,103766,8671,"Air Conditioning, Bluetooth",D00026
C05684,Toyota,Yaris,1.4,Petrol,2021,21148,30572,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00003
C47938,VW,Golf,1.4,Petrol,1992,150109,1895,"Bluetooth, Cruise Control, Sunroof",D00032
C32859,Toyota,RAV4,2.0,Hybrid,1994,136682,5029,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00022
C28222,VW,Polo,1.6,Petrol,1998,152155,2505,Sunroof,D00013
C28531,Toyota,RAV4,2.4,Hybrid,2019,24946,62887,"Air Conditioning, Sunroof",D00034
C15850,Toyota,Yaris,1.0,Hybrid,2009,86417,9233,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00045
C23745,VW,Passat,1.4,Diesel,2000,148170,4295,Air Conditioning,D00047
C43284,Porsche,Cayenne,4.0,Petrol,2006,81623,25782,"Air Conditioning, Cruise Control, Navigation",D00007
C20614,VW,Golf,1.4,Diesel,2015,70033,16785,"Bluetooth, Heated Seats, Navigation, Sunroof",D00029
C27820,Toyota,Prius,1.8,Hybrid,2008,103241,13345,"Air Conditioning, Heated Seats, Navigation",D00041
C38873,Ford,Mondeo,2.0,Diesel,1999,82885,7461,"Bluetooth, Sunroof",D00029
C27588,Toyota,Yaris,1.0,Petrol,2003,157771,2977,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00048
C41890,VW,Polo,1.0,Diesel,1989,216623,654,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00040
C23873,Toyota,Prius,1.0,Hybrid,2010,81035,13322,"Cruise Control, Heated Seats, Navigation, Sunroof",D00020
C10916,BMW,X3,3.0,Diesel,2016,34976,45160,Sunroof,D00002
C22990,Toyota,Yaris,1.0,Hybrid,2005,104596,6202,"Bluetooth, Navigation, Sunroof",D00036
C47402,VW,Polo,1.6,Petrol,2009,120765,6696,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00008
C20375,BMW,X3,3.0,Diesel,2016,36932,44643,"Bluetooth, Navigation, Sunroof",D00016
C24684,Porsche,911,3.0,Petrol,2002,151369,14991,"Bluetooth, Cruise Control",D00042
C08054,Toyota,Yaris,1.2,Hybrid,1987,157729,1347,Heated Seats,D00042
C01742,Ford,Focus,1.8,Petrol,2011,47117,19149,Air Conditioning,D00005
C25117,VW,Golf,1.4,Petrol,1996,116207,3235,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00021
C24185,BMW,Z4,3.0,Petrol,1997,75294,8938,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00009
C13632,VW,Golf,1.6,Petrol,2004,95881,6856,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00037
C04304,Toyota,Prius,1.0,Hybrid,2011,96699,12744,"Air Conditioning, Navigation",D00035
C21988,VW,Polo,1.0,Petrol,2014,42731,12674,"Bluetooth, Sunroof",D00020
C35720,VW,Golf,1.2,Diesel,2016,35583,20629,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00044
C23461,Ford,Focus,1.4,Petrol,2010,71761,13479,"Air Conditioning, Cruise Control",D00015
C10445,BMW,Z4,2.4,Petrol,1993,194103,2400,"Cruise Control, Sunroof",D00006
C42407,VW,Passat,1.6,Diesel,2007,105730,10196,"Heated Seats, Navigation",D00043
C15710,Ford,Fiesta,1.2,Petrol,2004,116933,4169,Bluetooth,D00041
C33010,Ford,Fiesta,1.0,Diesel,1999,185942,1628,"Heated Seats, Navigation",D00047
C10280,Toyota,RAV4,1.8,Petrol,2011,57411,21903,Bluetooth,D00039
C20946,VW,Passat,1.4,Diesel,2003,146103,5335,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00025
C05654,Porsche,718 Cayman,2.0,Petrol,2011,80003,21730,"Air Conditioning, Cruise Control",D00046
C04817,VW,Polo,1.0,Petrol,2006,90122,5439,Heated Seats,D00018
C36891,VW,Golf,1.8,Petrol,2003,91489,7021,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00032
C39174,Toyota,Prius,1.0,Hybrid,2011,54150,17017,Bluetooth,D00045
C15057,VW,Polo,2.0,Petrol,2000,136361,3636,"Bluetooth, Heated Seats, Navigation, Sunroof",D00001
C13944,Porsche,911,3.0,Petrol,2003,140257,17536,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00010
C21682,BMW,Z4,3.0,Petrol,2004,144139,8517,Sunroof,D00017
C35500,Porsche,Cayenne,3.5,Petrol,2006,145186,14924,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00039
C11029,Ford,Focus,1.6,Petrol,1992,227451,1234,Sunroof,D00006
C04449,VW,Passat,2.0,Diesel,2009,62098,17660,"Bluetooth, Cruise Control, Navigation",D00048
C39839,Ford,Focus,1.0,Diesel,2007,97843,8159,"Air Conditioning, Cruise Control, Sunroof",D00010
C42197,Ford,Focus,1.6,Petrol,1987,184683,1292,"Bluetooth, Heated Seats",D00023
C32526,Ford,Fiesta,1.0,Petrol,2010,94658,6698,Bluetooth,D00020
C30353,VW,Golf,2.0,Petrol,2005,156965,5094,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00037
C27615,VW,Golf,1.4,Hybrid,2017,25636,28825,Cruise Control,D00011
C20950,Ford,Fiesta,1.4,Petrol,1990,204174,858,"Air Conditioning, Navigation, Sunroof",D00048
C45485,VW,Passat,2.0,Petrol,1995,201558,2224,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00009
C38588,VW,Golf,1.4,Petrol,2016,38528,20854,Cruise Control,D00047
C17250,VW,Polo,1.0,Petrol,2018,35496,17277,"Air Conditioning, Navigation",D00011
C03432,Toyota,Yaris,1.4,Petrol,2003,168499,3220,"Air Conditioning, Cruise Control",D00012
C46131,Toyota,RAV4,2.4,Hybrid,1999,151886,6799,"Bluetooth, Heated Seats, Sunroof",D00006
C01793,Toyota,Yaris,1.0,Hybrid,2003,51334,7816,Sunroof,D00050
C04866,VW,Passat,1.6,Diesel,2005,59344,12316,Sunroof,D00013
C27416,Ford,Fiesta,1.2,Petrol,2018,25538,19529,"Air Conditioning, Cruise Control, Heated Seats",D00017
C17915,BMW,X3,2.4,Diesel,2004,175837,6452,"Air Conditioning, Bluetooth, Cruise Control",D00028
C37333,Ford,Fiesta,1.0,Petrol,2008,89460,6084,"Heated Seats, Navigation",D00038
C07593,VW,Polo,1.2,Petrol,1999,93237,3654,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00008
C47135,Ford,Focus,1.0,Hybrid,2016,30664,26366,"Bluetooth, Cruise Control, Navigation",D00033
C44991,Porsche,911,2.6,Petrol,2013,31726,67870,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00050
C40269,Toyota,Yaris,1.0,Hybrid,2003,30728,8847,"Air Conditioning, Bluetooth",D00012
C05170,Ford,Mondeo,1.6,Diesel,1988,232681,937,"Bluetooth, Cruise Control",D00043
C35152,Ford,Fiesta,1.4,Diesel,2015,29598,17720,Heated Seats,D00046
C46636,BMW,Z4,2.2,Petrol,2021,9192,56484,Navigation,D00042
C32958,Toyota,Prius,1.8,Hybrid,1997,68885,8159,"Air Conditioning, Bluetooth, Cruise Control",D00018
C40262,Ford,Mondeo,2.0,Diesel,1995,183031,2598,Bluetooth,D00016
C11808,VW,Golf,1.8,Petrol,2004,126460,5778,"Bluetooth, Cruise Control",D00043
C42049,Toyota,Yaris,1.0,Hybrid,2015,21139,20784,"Cruise Control, Heated Seats",D00046
C02711,Ford,Fiesta,1.4,Petrol,2016,41826,16787,"Bluetooth, Cruise Control, Navigation",D00004
C12884,Ford,Fiesta,1.4,Petrol,2011,6000,14697,"Navigation, Sunroof",D00034
C46276,VW,Golf,1.4,Diesel,2005,53050,9622,Navigation,D00010
C44109,VW,Passat,1.8,Diesel,1996,159454,3399,Air Conditioning,D00038
C05228,Ford,Focus,2.0,Petrol,1994,210762,1832,Sunroof,D00027
C34402,Porsche,911,3.0,Petrol,1989,133992,7249,Navigation,D00027
C46087,Toyota,Prius,1.4,Hybrid,2001,136047,5737,"Cruise Control, Heated Seats, Navigation",D00008
C05187,Toyota,RAV4,2.0,Hybrid,2012,97093,22580,"Air Conditioning, Heated Seats, Navigation",D00006
C13710,Ford,Mondeo,1.4,Diesel,2016,30659,27049,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00008
C18173,Ford,Fiesta,1.0,Petrol,2011,57375,9229,"Air Conditioning, Sunroof",D00006
C39230,VW,Passat,1.8,Diesel,2004,112214,8435,"Air Conditioning, Cruise Control, Sunroof",D00017
C02580,Toyota,Yaris,1.2,Hybrid,1994,201968,1470,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00010
C35601,Toyota,RAV4,1.8,Hybrid,2011,88359,21333,"Air Conditioning, Heated Seats, Sunroof",D00027
C38533,VW,Passat,1.6,Diesel,1992,178586,2088,Cruise Control,D00021
C29485,Ford,Fiesta,1.0,Petrol,2006,94077,5152,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00017
C25443,VW,Golf,1.6,Petrol,1990,83924,2935,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00028
C46698,VW,Passat,1.8,Diesel,2020,16754,45726,"Bluetooth, Cruise Control, Heated Seats",D00013
C01585,Ford,Fiesta,1.0,Petrol,1999,164726,1858,"Air Conditioning, Navigation, Sunroof",D00027
C47460,VW,Polo,1.0,Petrol,1990,193578,817,Navigation,D00008
C18330,Toyota,Prius,1.8,Hybrid,2012,65077,22744,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00023
C08189,Toyota,RAV4,2.2,Hybrid,1991,225587,2016,"Air Conditioning, Bluetooth",D00019
C08932,VW,Polo,1.2,Petrol,2016,49554,15214,"Cruise Control, Heated Seats",D00019
C33141,Ford,Fiesta,1.0,Petrol,2001,135656,2693,"Air Conditioning, Cruise Control",D00044
C21589,VW,Polo,1.4,Petrol,1997,117573,2884,"Cruise Control, Navigation",D00042
C30814,Ford,Fiesta,1.2,Petrol,1991,209167,812,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00018
C45261,Toyota,Prius,1.4,Hybrid,2014,57898,24013,Air Conditioning,D00033
C04868,Toyota,Prius,1.4,Hybrid,2016,62531,26629,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00038
C09101,VW,Passat,2.0,Diesel,2006,137870,8323,Heated Seats,D00042
C21007,BMW,M5,5.0,Petrol,2005,110972,27463,"Cruise Control, Heated Seats, Navigation, Sunroof",D00050
C42996,VW,Golf,1.4,Petrol,2012,95122,10993,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00003
C28564,Ford,Mondeo,2.0,Diesel,2018,41331,34690,"Air Conditioning, Bluetooth",D00017
C41966,BMW,Z4,3.0,Petrol,2011,75058,22766,"Air Conditioning, Navigation",D00012
C21029,Ford,Mondeo,1.8,Diesel,2006,79066,11589,"Bluetooth, Cruise Control, Navigation",D00003
C21398,Ford,Fiesta,1.2,Petrol,1998,180420,1666,"Air Conditioning, Heated Seats",D00017
C30759,Porsche,718 Cayman,2.4,Petrol,2010,119633,16674,"Air Conditioning, Heated Seats",D00006
C26870,Toyota,Yaris,1.0,Petrol,2021,11958,27155,"Air Conditioning, Sunroof",D00041
C01705,Porsche,718 Cayman,4.0,Petrol,1992,222039,2735,Sunroof,D00025
C41474,VW,Polo,2.0,Petrol,2016,54487,19042,Sunroof,D00037
C49579,Toyota,Prius,1.4,Hybrid,2009,87410,14103,"Air Conditioning, Bluetooth, Sunroof",D00013
C47743,Toyota,RAV4,2.2,Hybrid,2018,35692,52951,"Heated Seats, Sunroof",D00044
C11569,Ford,Mondeo,1.8,Diesel,2003,108867,7659,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00049
C31449,Toyota,RAV4,2.4,Hybrid,2009,86858,21789,"Bluetooth, Cruise Control, Heated Seats",D00047
C30879,Ford,Focus,1.4,Petrol,2018,29642,29880,"Air Conditioning, Cruise Control",D00019
C34155,Ford,Fiesta,1.4,Petrol,2003,77233,5617,"Cruise Control, Heated Seats, Navigation",D00032
C08408,VW,Golf,1.6,Petrol,1990,308022,427,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00037
C45877,Ford,Focus,1.6,Diesel,2001,176965,3686,"Cruise Control, Heated Seats, Navigation, Sunroof",D00036
C10017,Porsche,911,3.5,Petrol,2021,13552,148511,Bluetooth,D00006
C11045,Ford,Fiesta,1.0,Petrol,2000,167169,1946,"Bluetooth, Heated Seats, Navigation, Sunroof",D00045
C28438,VW,Golf,1.4,Hybrid,2011,85283,13235,"Bluetooth, Heated Seats, Sunroof",D00007
C27225,Ford,Mondeo,1.8,Diesel,2020,11128,44602,"Air Conditioning, Navigation",D00013
C25454,Toyota,Prius,1.0,Hybrid,2013,98974,14323,"Heated Seats, Navigation",D00010
C04422,Toyota,Yaris,1.2,Petrol,1995,196945,1368,"Cruise Control, Heated Seats, Navigation",D00028
C01277,Toyota,Prius,1.4,Hybrid,2005,149848,6701,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00011
C27244,Ford,Fiesta,1.4,Petrol,1990,123132,1688,Bluetooth,D00046
C00331,Ford,Mondeo,1.6,Petrol,2010,80723,13432,Navigation,D00037
C20295,VW,Polo,1.2,Petrol,1993,157825,1483,"Navigation, Sunroof",D00010
C02433,Ford,Mondeo,1.8,Diesel,1996,217619,1943,"Air Conditioning, Cruise Control, Navigation",D00016
C06348,Ford,Focus,2.0,Petrol,2012,41203,22367,"Air Conditioning, Navigation",D00043
C31810,Ford,Mondeo,1.6,Diesel,2012,74026,16871,"Heated Seats, Sunroof",D00016
C23469,Ford,Mondeo,1.6,Petrol,2012,87627,14625,"Cruise Control, Heated Seats, Navigation",D00010
C17392,VW,Passat,1.8,Diesel,1988,273568,719,"Bluetooth, Cruise Control, Navigation",D00008
C36045,Toyota,RAV4,2.0,Petrol,2010,79898,18599,"Bluetooth, Navigation",D00016
C39581,Ford,Fiesta,1.2,Petrol,2003,110223,4103,"Air Conditioning, Sunroof",D00036
C20256,Toyota,Prius,1.4,Hybrid,2001,141707,5483,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00016
C26720,BMW,X3,2.0,Petrol,2009,97361,14603,Sunroof,D00036
C09726,Toyota,RAV4,2.4,Hybrid,2013,47759,36848,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00031
C42726,VW,Polo,1.6,Petrol,1999,152813,2663,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00015
C14846,VW,Polo,1.4,Petrol,2002,58255,6116,"Bluetooth, Cruise Control, Heated Seats",D00005
C04884,BMW,Z4,2.2,Petrol,2004,44338,14903,"Bluetooth, Navigation, Sunroof",D00019
C40466,Ford,Focus,1.4,Diesel,2000,142326,4302,"Bluetooth, Navigation, Sunroof",D00049
C41337,Toyota,RAV4,2.0,Hybrid,1994,242160,2018,"Air Conditioning, Sunroof",D00039
C09799,BMW,X3,2.0,Diesel,2009,110184,13948,"Navigation, Sunroof",D00018
C16430,Ford,Focus,2.0,Petrol,2007,122131,9159,"Bluetooth, Heated Seats, Navigation",D00021
C04265,Ford,Focus,1.0,Petrol,2015,48875,18433,"Navigation, Sunroof",D00016
C28502,VW,Golf,2.0,Diesel,1993,204980,1591,"Bluetooth, Cruise Control, Sunroof",D00040
C48837,VW,Golf,2.0,Hybrid,2011,92234,15059,Navigation,D00024
C19786,Toyota,Prius,1.8,Hybrid,2013,43997,27783,"Cruise Control, Heated Seats, Sunroof",D00047
C15632,Ford,Mondeo,1.6,Diesel,2006,45066,13629,Navigation,D00030
C11902,Toyota,RAV4,2.0,Petrol,2016,46396,34525,"Bluetooth, Sunroof",D00009
C16113,Ford,Focus,1.4,Petrol,2005,120096,6812,"Bluetooth, Cruise Control, Heated Seats",D00040
C03716,VW,Polo,1.2,Petrol,2019,28507,21067,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00014
C43726,Toyota,Yaris,1.0,Petrol,2003,94162,4881,"Air Conditioning, Bluetooth, Cruise Control",D00015
C01181,Ford,Fiesta,1.4,Diesel,1994,143966,1962,"Bluetooth, Navigation",D00044
C06068,Toyota,Yaris,1.0,Hybrid,1989,222626,799,Sunroof,D00014
C36254,VW,Golf,1.2,Diesel,1998,173661,2258,Heated Seats,D00015
C41884,Toyota,RAV4,1.8,Petrol,2007,113163,11355,"Heated Seats, Navigation",D00030
C00950,Porsche,718 Cayman,2.0,Petrol,2021,17045,62459,"Bluetooth, Cruise Control, Navigation, Sunroof",D00012
C36503,BMW,M5,4.0,Petrol,1991,103900,10182,"Air Conditioning, Heated Seats, Navigation",D00014
C08201,Ford,Mondeo,1.4,Diesel,2012,75589,15615,Heated Seats,D00005
C49181,Ford,Mondeo,2.0,Diesel,2018,33228,36395,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00020
C48905,Toyota,RAV4,1.8,Hybrid,2006,44272,20443,"Bluetooth, Cruise Control, Sunroof",D00049
C48862,Ford,Focus,1.6,Petrol,2002,154610,4528,"Heated Seats, Sunroof",D00041
C42700,BMW,M5,5.0,Petrol,2015,42756,85160,Bluetooth,D00014
C44391,VW,Golf,2.0,Diesel,2008,109885,9479,"Air Conditioning, Sunroof",D00024
C12147,BMW,X3,2.4,Diesel,2012,67690,25214,Bluetooth,D00022
C29209,VW,Golf,1.4,Diesel,2011,12111,18205,"Bluetooth, Sunroof",D00017
C37982,VW,Golf,1.4,Diesel,1997,107654,3873,"Air Conditioning, Bluetooth, Sunroof",D00040
C20970,Ford,Mondeo,2.0,Hybrid,1993,224184,1806,Bluetooth,D00012
C07991,Ford,Mondeo,1.4,Hybrid,2016,52888,27036,"Air Conditioning, Navigation, Sunroof",D00042
C04673,Ford,Mondeo,1.6,Diesel,2017,43895,28580,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00012
C04460,VW,Passat,1.4,Diesel,2016,60291,23840,"Air Conditioning, Heated Seats, Sunroof",D00048
C25594,Toyota,Prius,1.8,Hybrid,2011,139857,12292,"Air Conditioning, Navigation, Sunroof",D00046
C11114,BMW,M5,4.4,Petrol,1994,207453,5569,"Air Conditioning, Bluetooth, Sunroof",D00008
C34681,Ford,Focus,1.6,Petrol,1998,201332,2326,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00006
C15869,BMW,M5,4.4,Petrol,1995,187066,7120,"Cruise Control, Heated Seats, Navigation",D00006
C31414,VW,Passat,1.8,Diesel,2012,67443,19758,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00043
C13621,VW,Passat,1.6,Diesel,2015,53349,24923,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00021
C04156,Ford,Fiesta,1.2,Petrol,2009,84813,7361,Cruise Control,D00012
C27885,VW,Passat,1.8,Diesel,1990,98915,3661,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00012
C16930,Toyota,Yaris,1.0,Hybrid,2012,59863,13491,Bluetooth,D00015
C26670,Porsche,Cayenne,2.6,Petrol,2002,107023,13261,"Cruise Control, Sunroof",D00017
C46227,VW,Polo,2.0,Petrol,1995,178641,1836,Navigation,D00019
C29243,VW,Passat,1.6,Diesel,1989,137918,2395,"Air Conditioning, Bluetooth",D00003
C27540,Porsche,718 Cayman,2.4,Petrol,2016,54011,39453,"Bluetooth, Heated Seats",D00030
C25150,VW,Polo,1.4,Petrol,2016,38492,17576,"Navigation, Sunroof",D00013
C20795,VW,Polo,1.0,Petrol,2003,146145,2902,"Air Conditioning, Heated Seats, Navigation",D00049
C18685,Ford,Focus,1.8,Petrol,1993,201978,1757,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00027
C44362,Toyota,Prius,1.0,Hybrid,2005,103850,8107,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00021
C13327,BMW,Z4,3.0,Petrol,2017,54767,38804,"Heated Seats, Navigation",D00035
C34830,Porsche,718 Cayman,2.4,Petrol,2017,11581,53962,"Air Conditioning, Sunroof",D00034
C29953,Ford,Focus,1.0,Petrol,1990,182401,1272,"Air Conditioning, Heated Seats",D00013
C22772,Toyota,RAV4,2.0,Petrol,1989,210756,1601,"Bluetooth, Cruise Control, Sunroof",D00002
C16948,Porsche,Cayenne,3.5,Diesel,1987,206109,2628,Navigation,D00027
C07709,Porsche,Cayenne,2.6,Petrol,1989,98718,5926,Sunroof,D00043
C21156,VW,Passat,2.0,Diesel,2002,139965,6269,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00027
C02361,VW,Polo,1.6,Petrol,1991,199331,1050,Bluetooth,D00007
C49376,Toyota,Yaris,1.4,Petrol,2001,242529,1464,Cruise Control,D00036
C33642,Ford,Mondeo,1.4,Diesel,2017,12370,31994,"Bluetooth, Heated Seats, Navigation",D00006
C34695,BMW,Z4,2.2,Petrol,1992,191356,2202,Cruise Control,D00009
C49724,Ford,Focus,1.4,Petrol,1993,85546,3947,Navigation,D00011
C36526,Toyota,RAV4,2.2,Petrol,2020,16821,56094,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00035
C12007,VW,Polo,1.2,Petrol,2017,31762,18095,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00034
C31490,Ford,Fiesta,1.4,Petrol,2005,129934,4352,"Bluetooth, Heated Seats, Sunroof",D00023
C39708,Ford,Fiesta,1.0,Petrol,2020,21682,20814,"Air Conditioning, Heated Seats",D00011
C17009,VW,Polo,1.6,Petrol,2008,31850,11461,"Cruise Control, Sunroof",D00029
